design_id,scenario,area,operational_energy,latency,logical_outcomes,physical_SDC,physical_DUE,manufacturing_carbon,lifecycle_carbon,CSCI,MRCC,next_evidence
E0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY,E0/I0/SKY130,E4_DIAGNOSTIC,E0,E0,E3_LOGICAL_CONTROL,E0,E0,E0,E0,BLOCKED,BLOCKED,physical event probabilities; activity-qualified energy/latency; matched SKY130 inventory; declared lifetime
U0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY,U0/I0/SKY130,E4_DIAGNOSTIC,E0,E0,E3_LOGICAL_CONTROL,E0,E0,E0,E0,BLOCKED,BLOCKED,physical event probabilities; activity-qualified energy/latency; matched SKY130 inventory; declared lifetime
