translation_id,design_id,technology_id,fab_scenario_id,manufacturing_grid_id,use_grid_id,lifetime_scenario_id,system_boundary_id,allocation_method,scope1_kgco2e,scope2_kgco2e,upstream_declared_kgco2e,mask_nre_kgco2e,packaging_kgco2e,operational_kgco2e,lifecycle_kgco2e,request_count,correct_service_probability,correct_service_count,csci_kgco2e_per_correct_service,csci_bit_kgco2e_per_correct_payload_bit,result_class,qualification_status,blocking_reasons
MS|E0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY|FAB_SKY130_UNAVAILABLE,E0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY,SKY130,FAB_SKY130_UNAVAILABLE,,,UNDECLARED,SB_CSCI_MEMORY_SERVICE_CANDIDATE,NO_ALLOCATION_INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,UNQUALIFIED,BLOCKED,SKY130_MANUFACTURING_CARBON_NOT_QUALIFIED;OPERATIONAL_ENERGY_NOT_QUALIFIED;PHYSICAL_SERVICE_PROBABILITY_NOT_QUALIFIED;LIFETIME_NOT_DECLARED
MS|U0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY|FAB_SKY130_UNAVAILABLE,U0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY,SKY130,FAB_SKY130_UNAVAILABLE,,,UNDECLARED,SB_CSCI_MEMORY_SERVICE_CANDIDATE,NO_ALLOCATION_INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,UNQUALIFIED,BLOCKED,SKY130_MANUFACTURING_CARBON_NOT_QUALIFIED;OPERATIONAL_ENERGY_NOT_QUALIFIED;PHYSICAL_SERVICE_PROBABILITY_NOT_QUALIFIED;LIFETIME_NOT_DECLARED
