code,scrub_s,fit,carbon_kg,latency_ns,esii,nesii,p5,p95,n_scale,area_logic_mm2,area_macro_mm2,e_dyn_kwh,e_leak_kwh,e_scrub_kwh,notes
sec-ded-64,5.0,4.974450049130922e-19,6.16870912003691,1.0,0.5664207457391209,100.0,0.4071422724620696,0.5664207457391209,3,1.0,5.36870912,0.0,0.0,6.7108864e-11,
