run_id,implementation_id,trace_class,classification,internal_power_w,switching_power_w,leakage_power_w,total_power_w,internal_energy_pj_per_operation_estimate,switching_energy_pj_per_operation_estimate,leakage_energy_pj_per_operation_estimate,total_energy_pj_per_operation_estimate,achievable_total_energy_pj_per_operation,native_rounded_json_total_power_w,direct_vcd_annotated_pin_count,unannotated_pin_count_before_propagation
secded-comb-final-01,secded-rtl-combinational-72-64-v1,no_error,POWER_TIMING_FEASIBLE,0.006786616984755,0.007788169197738,7.300083204598e-09,0.01457479409873,67.87295646453475,77.88948014657774,7.30081321291846e-05,145.76251578139872,145.76251578139872,0.0146,139,4705
secded-comb-final-01,secded-rtl-combinational-72-64-v1,single_error,POWER_TIMING_FEASIBLE,0.006786080542952,0.007787120062858,7.300063664673e-09,0.01457320805639,67.86759151006295,77.87898774864286,7.300793671039468e-05,145.74665377195637,145.74665377195637,0.0146,139,4705
secded-comb-final-01,secded-rtl-combinational-72-64-v1,double_error,POWER_TIMING_FEASIBLE,0.006786448415369,0.007787812035531,7.300062332405e-09,0.01457426790148,67.87127060210537,77.88590816734553,7.30079233863824e-05,145.75725328270147,145.75725328270147,0.0146,139,4705
secded-pipe-final-01,secded-rtl-pipelined-72-64-v1,no_error,POWER_TIMING_FEASIBLE,0.007129232399166,0.00394526636228,9.768537090338e-09,0.01107450760901,71.29945322405916,39.456608889162275,9.769513944047034e-05,110.75615059770901,110.75615059770901,0.0111,139,5672
secded-pipe-final-01,secded-rtl-pipelined-72-64-v1,single_error,POWER_TIMING_FEASIBLE,0.007128867320716,0.00394492642954,9.768569952939e-09,0.01107380352914,71.29580207448072,39.453209221829546,9.769546809934294e-05,110.74910909492914,110.74910909492914,0.0111,139,5672
secded-pipe-final-01,secded-rtl-pipelined-72-64-v1,double_error,POWER_TIMING_FEASIBLE,0.007129082456231,0.003945120610297,9.76857528201e-09,0.01107421237975,71.29795364476624,39.4551512235803,9.769552139538201e-05,110.75319800987975,110.75319800987975,0.0111,139,5672
bch78-final-01,shortened-bch-78-64-t2-v1-rtl-syndrome-chien-v1,no_error,POWER_AT_TARGET_CONSTRAINT_TIMING_INFEASIBLE,0.4246733486652,0.4240913391113,2.35569466156e-08,0.8487646579742,4247.158160000666,4241.3374824521115,0.0002355930231026156,8488.495344399975,,0.849,145,16960
bch78-final-01,shortened-bch-78-64-t2-v1-rtl-syndrome-chien-v1,single_error,POWER_AT_TARGET_CONSTRAINT_TIMING_INFEASIBLE,0.4246717095375,0.4240891933441,2.355699102452e-08,0.8487609028816,4247.141767084538,4241.316022634344,0.00023559346723622452,8488.457789718881,,0.849,145,16960
bch78-final-01,shortened-bch-78-64-t2-v1-rtl-syndrome-chien-v1,double_error,POWER_AT_TARGET_CONSTRAINT_TIMING_INFEASIBLE,0.4246803224087,0.4241002500057,2.355696793188e-08,0.8487805724144,4247.227904409408,4241.426600307006,0.00023559323628673186,8488.654504716415,,0.849,145,16960
