code,scrub_s,fit,carbon_kg,latency_ns,esii,nesii,p5,p95,n_scale,area_logic_mm2,area_macro_mm2,e_dyn_kwh,e_leak_kwh,e_scrub_kwh,notes
sec-ded-64,5.0,6.36729606288758e-17,687.9947673647245,1.0,0.6500672362313761,100.0,0.4727262003674543,0.6500672362313761,3,1.0,687.19476736,0.0,0.0,8.589934592e-09,
