attempt_id,design,platform,image,tag,full_orfs_commit,corner,flow_completion,final_gds,status,raw_log,blocking_reason
orfs-smoke-001,gcd,sky130hd,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,26Q3-275-g56496f398,,sky130_fd_sc_hd__tt_025C_1v80,NOT_EXECUTED,ABSENT,BLOCKED_PINNED_ENVIRONMENT_UNAVAILABLE,raw_logs/orfs-gcd-smoke.log,WSL2/Docker provisioning cancelled before installation
