architecture_id,workload_id,activity_coverage_fraction,activity_evidence,macro_energy_tier,diagnostic_tool_power_w,diagnostic_power_evidence,operational_energy_j,operational_carbon_kgco2e,result_classification,green_scoring_allowed,source_ids
U0,read_dominant,0.4868421052631579,PARTIALLY_RTL_ACTIVITY_ANNOTATED_POSTROUTE_TOOL_ESTIMATE,TIER_5,0.001893166452646,DIAGNOSTIC_ONLY_NOT_ENERGY_QUALIFIED,NOT_QUALIFIED,NOT_QUALIFIED,UNQUALIFIED,false,A10_POSTROUTE_ACTIVITY_DIAGNOSTIC;A10_U0_ORIGINAL_LIBERTY
E0,read_dominant,0.043451652386780906,PARTIALLY_RTL_ACTIVITY_ANNOTATED_POSTROUTE_TOOL_ESTIMATE,TIER_5,0.005495859775692,DIAGNOSTIC_ONLY_NOT_ENERGY_QUALIFIED,NOT_QUALIFIED,NOT_QUALIFIED,UNQUALIFIED,false,A10_POSTROUTE_ACTIVITY_DIAGNOSTIC;A10_E0_ORIGINAL_LIBERTY
