campaign_id,trial_id,event_id,device_id,source_group,independence_group,timestamp_utc,memory_kind,technology_nm,voltage_v,temperature_c,radiation_source,fluence_cm2,word_address,physical_x,physical_y,physical_bit,logical_bit,expected_value,observed_value,repetition
example-campaign,trial-0001,event-0001,device-01,voltage-0.70,device-01,2026-01-01T00:00:00Z,BRAM,16,0.70,25.0,none,0,0x0000,0,0,0,0,0,1,1
