strategy,certified_worst_case_sdc,projected_system_sdc_fit_upper,worst_case_due,meets_primary_target
conventional_fixed_placement_conventional_decoder,0.05,50.00950000000002,0.7,False
conventional_placement_optimized_policy,0.0,0.010000000000000002,1.0,True
interleaved_placement_conventional_decoder,0.05,50.00950000000002,0.7,False
fault_aware_placement_conventional_decoder,0.05,50.00950000000002,0.7,False
sequential_placement_then_policy,0.0,0.010000000000000002,0.9810098870744284,True
joint_placement_and_policy,0.0,0.010000000000000002,0.9810098870744284,True
