analysis_id,sample_count,seed,output_metric,unit,mean,median,p05,p95,minimum,maximum,evidence_label,quantile_semantics,source_ids
NORMALIZED_MANUFACTURING_CARBON_INTERVAL_ENSEMBLE_V1,4096,20260908,normalized_good_die_carbon_index,relative_to_constructed_baseline,1.21749120303,1.19324059674,0.690633691213,1.8382457013,0.422233680094,2.75319592585,PARAMETRIC_UNCERTAIN,SCENARIO_ENSEMBLE_NOT_CONFIDENCE,SRC_IMEC_IEDM_2023;SRC_CARBONCLARITY_2025
