allocation_method,blocking_reasons,correct_service_count,correct_service_probability,csci_bit_kgco2e_per_correct_payload_bit,csci_kgco2e_per_correct_service,design_id,fab_scenario_id,lifecycle_kgco2e,lifetime_scenario_id,manufacturing_grid_id,mask_nre_kgco2e,operational_kgco2e,packaging_kgco2e,qualification_status,request_count,result_class,scope1_kgco2e,scope2_kgco2e,system_boundary_id,technology_id,translation_id,upstream_declared_kgco2e,use_grid_id,record_origin
NO_ALLOCATION_INSUFFICIENT_EVIDENCE,SKY130_MANUFACTURING_CARBON_NOT_QUALIFIED;OPERATIONAL_ENERGY_NOT_QUALIFIED;PHYSICAL_SERVICE_PROBABILITY_NOT_QUALIFIED;LIFETIME_NOT_DECLARED,,,,,E0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY,FAB_SKY130_UNAVAILABLE,,UNDECLARED,,,,,BLOCKED,,UNQUALIFIED,,,SB_CSCI_MEMORY_SERVICE_CANDIDATE,SKY130,MS|E0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY|FAB_SKY130_UNAVAILABLE,,,V3_FOUNDATION
NO_ALLOCATION_INSUFFICIENT_EVIDENCE,SKY130_MANUFACTURING_CARBON_NOT_QUALIFIED;OPERATIONAL_ENERGY_NOT_QUALIFIED;PHYSICAL_SERVICE_PROBABILITY_NOT_QUALIFIED;LIFETIME_NOT_DECLARED,,,,,U0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY,FAB_SKY130_UNAVAILABLE,,UNDECLARED,,,,,BLOCKED,,UNQUALIFIED,,,SB_CSCI_MEMORY_SERVICE_CANDIDATE,SKY130,MS|U0|SKY130|I0|W0_READ_DOMINANT_SEED|P0_NO_SCRUB_NO_RETRY|FAB_SKY130_UNAVAILABLE,,,V3_FOUNDATION
