run_id,clean_run_directory,invocation,effective_lec_check,default_all_chain,start_utc,end_utc,exit_status,status,artifact_count,inventory_sha256,final_gds_raw_sha256,final_gds_canonical_sha256,final_def_raw_sha256,final_def_canonical_sha256,final_netlist_raw_sha256,final_netlist_canonical_sha256,final_spef_raw_sha256,final_spef_canonical_sha256,semantic_artifacts_match,frozen_policy_sha256,reproducibility_status
gcd-run-01,$GATE03E_EVIDENCE/runs/gcd-run-01,make DESIGN_CONFIG=./designs/sky130hd/gcd/config.mk,0,check-yosys>check-openroad>synth>floorplan>place>cts>route>finish,2026-08-14T10:20:41Z,2026-08-14T10:23:21Z,0,PASS,106,f3f63fec2c4a94e1c91d3b3356a77a18a654d1e89687a21553bee29ea1fb0e93,1744323423bfe51f568fbd838928e9e93bef79270a8cc5348265468c934d8382,efada1e36d6bd30ea25f47b176aa389a2eb769868b0bf32d7af9c271ea97d570,7ae663b1a82625737710a5fac40c54222854c01adec7afc6e62c2288ca5d6816,70a0cb64b7ab03781723a2b7d672535f30a5bb32d7e2fee456f328ecc860fe1e,6573bd8ced63f27985c6dafed01b5744d8dc6016b2aafbdcc22fc0f26c59ca1c,6573bd8ced63f27985c6dafed01b5744d8dc6016b2aafbdcc22fc0f26c59ca1c,17f3f09ee7797c924836fdffa96243e5ec743ef56b05c4bfb638fd33f4f78204,5d8591c28b0a6a33625bda683b90953414c3c82e51ba7e3ffad777c78e4dee06,True,258694f328084c3fb92dec24e07b3b40d261037d5b1bd8d32b119684211d0b9a,FAIL
gcd-run-02,$GATE03E_EVIDENCE/runs/gcd-run-02,make DESIGN_CONFIG=./designs/sky130hd/gcd/config.mk,0,check-yosys>check-openroad>synth>floorplan>place>cts>route>finish,2026-08-14T10:24:00Z,2026-08-14T10:26:38Z,0,PASS,106,c9c55426e9a51a3937b75d104f178f52ea4794c00f3b23b864e34300b0927994,da201313a66d621aab39a8f9cc2f8f7d245f21fb533bb57586e824cdce9af01e,efada1e36d6bd30ea25f47b176aa389a2eb769868b0bf32d7af9c271ea97d570,7ae663b1a82625737710a5fac40c54222854c01adec7afc6e62c2288ca5d6816,70a0cb64b7ab03781723a2b7d672535f30a5bb32d7e2fee456f328ecc860fe1e,6573bd8ced63f27985c6dafed01b5744d8dc6016b2aafbdcc22fc0f26c59ca1c,6573bd8ced63f27985c6dafed01b5744d8dc6016b2aafbdcc22fc0f26c59ca1c,fee2a54d046fc6fc00172318f981f22b577e52867ae4828c7e6ca3eab3ac80b8,5d8591c28b0a6a33625bda683b90953414c3c82e51ba7e3ffad777c78e4dee06,True,258694f328084c3fb92dec24e07b3b40d261037d5b1bd8d32b119684211d0b9a,FAIL
