campaign,run_id,architecture,implementation_id,code_id,protection_guarantee,rtl_sha256,rtl_sources_json,formal_status,formal_evidence,physical_target,technology,corner,voltage_v,temperature_c,seed,clock_period_ns,latency_cycles,initiation_interval_cycles,activity_class,useful_operations,trace_sha256,activity_power_status,routing_complete,target_feasible,characterization_status,hold_status,setup_violation_count,standard_cell_instance_area_um2,cell_count,sequential_cell_count,signed_worst_setup_slack_ns,slack_derived_frequency_mhz,detailed_route_wirelength_um,via_count,internal_power_w,switching_power_w,leakage_power_w,total_power_w,energy_per_useful_op_pj,final_odb_sha256,final_netlist_sha256,final_sdc_sha256,final_spef_sha256,power_report_sha256,raw_artifacts_manifest_sha256,raw_artifact_root,source_record
date2027_revision2,hsiao-algorithmic-seed-17,hsiao_algorithmic,hsiao-algorithmic-combinational-72-64-rev2-v1,hsiao-secded-72-64-v1,all W1 corrected; all W2 detected,0f685e866f80c7a01bad7102ee4e121b1122587ba142df5aa47c15c69bb9f381,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"":""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"":""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"":""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"",""scripts/revision2/rtl/rev2_hsiao_boundary.sv"":""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",PASS,docs/date2027/revision2/REV2_HSIAO_QUALIFICATION.json;docs/date2027/revision2/REV2_HSIAO_EXACT_IDENTITY.log,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,17,10.0,1,1,A0_clean_no_error,100000,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TIMING_MET,HOLD_CLEAN,0,19135.9,2173,349,5.1695,207.01790704895976,49599.0,9759,0.006907750386745,0.007997064851224,7.448124783593e-09,0.01490482315421,149.06313636525422,2f98b751179700f6d3524cbc4066ce80270481c9fefe7adcc2981e3237b26d83,53f342a3b3bcc3d33e8c60482a1e5e120a3f59eea6556c48c3c4ed81ae0ea800,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,e83fffc38ba954d5285758da5a6203ea9b2b4d9515653abbf9554def75c30fb0,8b052394f90458c3f41439bd0bde145054ccf0ac6c580a6c7b7e0001051400e6,8c87d45d1c9a974f0fc7f7559adf5f66781c2ee7399e57ff70d738d0a999a74d,/var/lib/green-ecc-date2027-revision2/runs/hsiao-algorithmic-seed-17,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_revision2,bch78-seed-17,bch78,shortened-bch-78-64-t2-v1-rtl-syndrome-chien-v1,shortened-bch-78-64-t2-v1,all W0/W1/W2 corrected; W3 characterized without guarantee,a6d3d343b2f404f53bd34e51ca84abe66564bee075c784d8e18567de28c3dee6,"{""asic/rtl/bch/bch_78_64_t2_v1.sv"":""2cc8b0dd23f3cce9a091ea418a2c2d4fff5f016361228a66e6c151a7c49360e7"",""scripts/gate04/rtl/gate04_boundaries.sv"":""7de8e8d2933cdf17740ec5ec6f45a3654d5d54d9e419ed1c628ab29ca03308f8""}",PASS,docs/date2027/rigour_gate_03r/EXACT_PROOF_SUMMARY.json;docs/date2027/rigour_gate_03r/FORMAL_PROOF_INDEX.csv;docs/date2027/rigour_gate_03r/BCH_78_64_T2_CONTRACT.md,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,17,10.0,1,1,A0_clean_no_error,100000,84186d94f6f2afa346e15013a6d351eb824892f474e62c8df7dff8f1091e2ff2,TRACE_AVAILABLE_POWER_NOT_RUN_TIMING_INELIGIBLE,True,False,PASS_TIMING_MISSED,HOLD_CLEAN,66,57036.0,7095,367,-4.77921,67.66261525480726,183231.0,35984,,,,,,c35e6a1be44f725ee4c57a6ceba96e1d6752e1f7e06f3b20e917432b1bf47e64,104c83a1d2d0f6aed8d37a71aaea3bbff2a9bb10d23f4a77c9a0441ee0e4fa1f,ed510f1702fda5e5e5394d4c42207b3cec29d817fcce243d42bede15c0790350,5f920c01ef5a7da4fb80a19029b32935a1dc95e6b227e72979acb9a2866ef360,,4747b3909a62b618fd8c8032d1b943a09666cc1b0e40f35c33a48cd497c81bba,/var/lib/green-ecc-date2027-revision2/runs/bch78-seed-17,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_revision2,secded-comb-seed-19,secded_comb,secded-rtl-combinational-72-64-v1,extended-hamming-secded-72-64-v1,all W1 corrected; all W2 detected,5e1a591f1a6602b8d985008e8f1d2d087d738b8bf636ebd7bd03915e0a0d49e4,"{""scripts/gate03r/rtl/secded_characterization_tops.sv"":""560bc8092ba759f7dd3412a106d86a30a7498d88285298c721be2d5ef4dc440b"",""scripts/gate04/rtl/gate04_boundaries.sv"":""7de8e8d2933cdf17740ec5ec6f45a3654d5d54d9e419ed1c628ab29ca03308f8""}",PASS,docs/date2027/rigour_gate_03r/SECDED_PROOF_SUMMARY.json;docs/date2027/rigour_gate_03r/H2_ARCHITECTURE_CONTRACT.md,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,19,10.0,1,1,A0_clean_no_error,100000,5777054292ef6b97af7f4924fb1f264fcbd030e598c32d7d12829b862e244998,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TIMING_MET,HOLD_CLEAN,0,18655.4,2074,349,5.91939,245.06140013380352,44822.0,9042,0.006754889618605,0.007814452052116,7.305763105592e-09,0.01456934958696,145.70806521918695,8b3c348d7b8e9878ee7f004ef42c58a0baac2c29c1124166b9125ae72aafd0b0,15d70f212a0554d867e3fc8d391c91b4e89c0cd3968e942822e4c3fd0ebf65c4,fcaf7fb012daddb364cfab4792355ae8e50d1ecc2866d0b96e284bcd8e476537,679002730b6253109ac34c67b0642229c5917e52c44d2228455fcf60c3083fe9,714156c4cd8966afcb890e42442fa487d9c3511e6b325d54f2cebbb159106282,92482ca10e3139b4f2d3b9d0a904ce313f5612ee8e731aec5640835210757e1c,/var/lib/green-ecc-date2027-revision2/runs/secded-comb-seed-19,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_revision2,secded-pipe-seed-19,secded_pipe,secded-rtl-pipelined-72-64-v1,extended-hamming-secded-72-64-v1,all W1 corrected; all W2 detected,4278fb0b46332d704204b3cd866959d0de48cc9a67f4046df1bb830eeb7f9a16,"{""asic/rtl/secded/secded_pipelined_72_64_v1.sv"":""e250a6741b6aa56e0bdc5892ac5753e4487769a6683f68db6ab9155c26a3b155"",""scripts/gate03r/rtl/secded_characterization_tops.sv"":""560bc8092ba759f7dd3412a106d86a30a7498d88285298c721be2d5ef4dc440b"",""scripts/gate04/rtl/gate04_boundaries.sv"":""7de8e8d2933cdf17740ec5ec6f45a3654d5d54d9e419ed1c628ab29ca03308f8""}",PASS,docs/date2027/rigour_gate_03r/SECDED_PROOF_SUMMARY.json;docs/date2027/rigour_gate_03r/H2_ARCHITECTURE_CONTRACT.md,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,19,10.0,3,1,A0_clean_no_error,100000,5777054292ef6b97af7f4924fb1f264fcbd030e598c32d7d12829b862e244998,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TIMING_MET,HOLD_CLEAN,0,25639.6,2661,633,7.12868,348.27187495646604,49956.0,10884,0.007258250378072,0.003925839904696,9.836550241005e-09,0.01118410099298,111.85219403079297,c658e07f7c0faa360bac4b09585cd2f6f8763ce1169fa7ac3b602e02554100b7,8c5e547d42d6e2ed20192b7818ef4641129aa596e41ea383fad817ece46b4851,ae02e4ff97ee4f1837c433b6cb7a7eac6482d314e6300424d043edba1f05e246,e7efea78378399059e498f5c6de601ac5aae417b9323b8b5d2b93daba2f479a9,e7da21d95bfa42f085bc6c747ee0086430b95215f4b4135bb51b7448dc6f4040,57ad4c1d5822d011331a9e9e6e8549a5bb8380edfa0050cb15974b96127599aa,/var/lib/green-ecc-date2027-revision2/runs/secded-pipe-seed-19,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_revision2,hsiao-algorithmic-seed-19,hsiao_algorithmic,hsiao-algorithmic-combinational-72-64-rev2-v1,hsiao-secded-72-64-v1,all W1 corrected; all W2 detected,0f685e866f80c7a01bad7102ee4e121b1122587ba142df5aa47c15c69bb9f381,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"":""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"":""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"":""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"",""scripts/revision2/rtl/rev2_hsiao_boundary.sv"":""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",PASS,docs/date2027/revision2/REV2_HSIAO_QUALIFICATION.json;docs/date2027/revision2/REV2_HSIAO_EXACT_IDENTITY.log,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,19,10.0,1,1,A0_clean_no_error,100000,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TIMING_MET,HOLD_CLEAN,0,19228.4,2177,349,5.33407,214.31954615692905,49617.0,9734,0.007025962695479,0.008049633353949,7.482571895423e-09,0.01507560350001,150.77111060360002,70287584945bd442984a107725602a0b1345a91dac33544d350e53cfb9eefdb9,c96e4102b3861dc63a8341b2fb9ca64f429d4233a9acb1925eb82d82fef23187,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,9c8ee11c99138a1d57bfad97cb990b8bae649a804572688d1e4e15fabfe1f354,ba1c8cb92e5dfeabd317e78eb58573ef2fa1d06c6c6166d2fc3b3bbe14323fe4,431479b2d6403e1f7a4a2164354d610b380db4f84e0a9839a52909167755fe84,/var/lib/green-ecc-date2027-revision2/runs/hsiao-algorithmic-seed-19,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_revision2,bch78-seed-19,bch78,shortened-bch-78-64-t2-v1-rtl-syndrome-chien-v1,shortened-bch-78-64-t2-v1,all W0/W1/W2 corrected; W3 characterized without guarantee,a6d3d343b2f404f53bd34e51ca84abe66564bee075c784d8e18567de28c3dee6,"{""asic/rtl/bch/bch_78_64_t2_v1.sv"":""2cc8b0dd23f3cce9a091ea418a2c2d4fff5f016361228a66e6c151a7c49360e7"",""scripts/gate04/rtl/gate04_boundaries.sv"":""7de8e8d2933cdf17740ec5ec6f45a3654d5d54d9e419ed1c628ab29ca03308f8""}",PASS,docs/date2027/rigour_gate_03r/EXACT_PROOF_SUMMARY.json;docs/date2027/rigour_gate_03r/FORMAL_PROOF_INDEX.csv;docs/date2027/rigour_gate_03r/BCH_78_64_T2_CONTRACT.md,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,19,10.0,1,1,A0_clean_no_error,100000,84186d94f6f2afa346e15013a6d351eb824892f474e62c8df7dff8f1091e2ff2,TRACE_AVAILABLE_POWER_NOT_RUN_TIMING_INELIGIBLE,True,False,PASS_TIMING_MISSED,HOLD_CLEAN,66,57103.5,7129,367,-5.1463,66.02272502195255,179964.0,36370,,,,,,5e42b91a356461b010424ab42124adccf3583f83e60ca593271e4076ea567dcc,5cd7d9da640317f22739de7badaea2c7087808b2cac54d16648276dd80659716,ed510f1702fda5e5e5394d4c42207b3cec29d817fcce243d42bede15c0790350,cb85c85053a6d5401b52b76c5952f55701a8e51fc0bbbe4654df12b886a60348,,2a205e64828c5cf7f36b5c1f8855b94d7af4f5cc0867b2b764f6ec21d52fc900,/var/lib/green-ecc-date2027-revision2/runs/bch78-seed-19,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_revision2,secded-comb-seed-23,secded_comb,secded-rtl-combinational-72-64-v1,extended-hamming-secded-72-64-v1,all W1 corrected; all W2 detected,5e1a591f1a6602b8d985008e8f1d2d087d738b8bf636ebd7bd03915e0a0d49e4,"{""scripts/gate03r/rtl/secded_characterization_tops.sv"":""560bc8092ba759f7dd3412a106d86a30a7498d88285298c721be2d5ef4dc440b"",""scripts/gate04/rtl/gate04_boundaries.sv"":""7de8e8d2933cdf17740ec5ec6f45a3654d5d54d9e419ed1c628ab29ca03308f8""}",PASS,docs/date2027/rigour_gate_03r/SECDED_PROOF_SUMMARY.json;docs/date2027/rigour_gate_03r/H2_ARCHITECTURE_CONTRACT.md,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,23,10.0,1,1,A0_clean_no_error,100000,5777054292ef6b97af7f4924fb1f264fcbd030e598c32d7d12829b862e244998,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TIMING_MET,HOLD_CLEAN,0,18594.1,2074,349,5.83403,240.0401347105236,44664.0,9158,0.006707548629493,0.007774383760989,7.270191115794e-09,0.0144819393754,144.8338756933754,8ecab5fee191b20da37dee4e96cbca1dbff5fd100b0726031de3fdae2102cbac,82919357520e917b13ea51ee319fd289d65e68733ad1f62907805eeb46dee46e,fcaf7fb012daddb364cfab4792355ae8e50d1ecc2866d0b96e284bcd8e476537,1696b289e417d58f4b4676033d5700b5fbbf3b9b1912bd3fc0bc93b754c7390d,4a1aa2b8233f59d79f5d07ddf2602af089e8b2f74da9a91c6afcd761b3de6def,16a7a8cc994a580c32bc0d97bb50793e882779cb8ba5c01967ab9e7ab909c1aa,/var/lib/green-ecc-date2027-revision2/runs/secded-comb-seed-23,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_revision2,secded-pipe-seed-23,secded_pipe,secded-rtl-pipelined-72-64-v1,extended-hamming-secded-72-64-v1,all W1 corrected; all W2 detected,4278fb0b46332d704204b3cd866959d0de48cc9a67f4046df1bb830eeb7f9a16,"{""asic/rtl/secded/secded_pipelined_72_64_v1.sv"":""e250a6741b6aa56e0bdc5892ac5753e4487769a6683f68db6ab9155c26a3b155"",""scripts/gate03r/rtl/secded_characterization_tops.sv"":""560bc8092ba759f7dd3412a106d86a30a7498d88285298c721be2d5ef4dc440b"",""scripts/gate04/rtl/gate04_boundaries.sv"":""7de8e8d2933cdf17740ec5ec6f45a3654d5d54d9e419ed1c628ab29ca03308f8""}",PASS,docs/date2027/rigour_gate_03r/SECDED_PROOF_SUMMARY.json;docs/date2027/rigour_gate_03r/H2_ARCHITECTURE_CONTRACT.md,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,23,10.0,3,1,A0_clean_no_error,100000,5777054292ef6b97af7f4924fb1f264fcbd030e598c32d7d12829b862e244998,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TIMING_MET,HOLD_CLEAN,0,25614.6,2664,633,7.12265,347.5420091403549,49703.0,10843,0.007218887563795,0.004001861438155,9.822707980334e-09,0.01122075971216,112.21881788131216,17ad5e9b25a75e38ca950ae6ad659bfbe64b1b1c1b66cd0d520ba2c45bb7d524,0b9f9f1b1b9ab597cf55fb092fcab987745884865156229d39a7769ac56b1f33,ae02e4ff97ee4f1837c433b6cb7a7eac6482d314e6300424d043edba1f05e246,e0dfddfb389de2ba10c5db2e9bdb06a0d8badacc13b77a0762623ae76c1064db,23e9bb2d29731caf8d177f26d433b7f2c7dcfe5045c405d77cdbeab1f0f39884,affa60e17cc3d9a9311930cd3212e71b67ef55a3097aae68d017cde6325feea5,/var/lib/green-ecc-date2027-revision2/runs/secded-pipe-seed-23,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_revision2,hsiao-algorithmic-seed-23,hsiao_algorithmic,hsiao-algorithmic-combinational-72-64-rev2-v1,hsiao-secded-72-64-v1,all W1 corrected; all W2 detected,0f685e866f80c7a01bad7102ee4e121b1122587ba142df5aa47c15c69bb9f381,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"":""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"":""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"":""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"",""scripts/revision2/rtl/rev2_hsiao_boundary.sv"":""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",PASS,docs/date2027/revision2/REV2_HSIAO_QUALIFICATION.json;docs/date2027/revision2/REV2_HSIAO_EXACT_IDENTITY.log,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,23,10.0,1,1,A0_clean_no_error,100000,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TIMING_MET,HOLD_CLEAN,0,19152.1,2175,349,5.3622,215.61947475095948,49791.0,9763,0.006935041863471,0.00797257386148,7.457381379083e-09,0.01490762270987,149.09113472140987,e49ab61542f156bf2af7cb3fc295a54c467342fd59aa63c27ceef8220a16759a,b714480f260e014124a581c7238a09b067f27fe9ebe8ac0631dbe9770f973f82,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,33ae7863fc62b55eb29cc142feef06654893a10d80dd95bda2160f6758f38dc1,5a098203d70c2ff0fcb4e4b0fb21b9cd44c66a63da4f4cfb6c772fba05303f1b,22989330711a5d01144290b7d2c977f9e21988796c0a9201156d93e2a5369358,/var/lib/green-ecc-date2027-revision2/runs/hsiao-algorithmic-seed-23,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_revision2,bch78-seed-23,bch78,shortened-bch-78-64-t2-v1-rtl-syndrome-chien-v1,shortened-bch-78-64-t2-v1,all W0/W1/W2 corrected; W3 characterized without guarantee,a6d3d343b2f404f53bd34e51ca84abe66564bee075c784d8e18567de28c3dee6,"{""asic/rtl/bch/bch_78_64_t2_v1.sv"":""2cc8b0dd23f3cce9a091ea418a2c2d4fff5f016361228a66e6c151a7c49360e7"",""scripts/gate04/rtl/gate04_boundaries.sv"":""7de8e8d2933cdf17740ec5ec6f45a3654d5d54d9e419ed1c628ab29ca03308f8""}",PASS,docs/date2027/rigour_gate_03r/EXACT_PROOF_SUMMARY.json;docs/date2027/rigour_gate_03r/FORMAL_PROOF_INDEX.csv;docs/date2027/rigour_gate_03r/BCH_78_64_T2_CONTRACT.md,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,23,10.0,1,1,A0_clean_no_error,100000,84186d94f6f2afa346e15013a6d351eb824892f474e62c8df7dff8f1091e2ff2,TRACE_AVAILABLE_POWER_NOT_RUN_TIMING_INELIGIBLE,True,False,PASS_TIMING_MISSED,HOLD_CLEAN,66,56992.2,7142,367,-5.16512,65.94079044544323,186774.0,35942,,,,,,b74a51c92eb275c7836d4bd8c4596cdb27f44f5e57d49b3a509d8205245d0e88,756293e9669a59d7543bf783b55c0fb24c2f38ae02849ce55a0d0ba00347d6a0,ed510f1702fda5e5e5394d4c42207b3cec29d817fcce243d42bede15c0790350,385e1f86130d4abc95586be0a2658863bf98c80cb70a55dca519e7ae8151e5b5,,ad74d875e13349c08aebb6d5bb7325fd016675a94d8e8bbcaeda8d179503382e,/var/lib/green-ecc-date2027-revision2/runs/bch78-seed-23,docs/date2027/revision2/results/REV2_RUN_RESULTS.csv
date2027_breadth_structural_10ns,A-hsiao-flat-seed-11,A_hsiao_flat,hsiao-algorithmic-combinational-72-64-rev2-v1,hsiao-secded-72-64-v1,all W1 corrected; all W2 detected,0f685e866f80c7a01bad7102ee4e121b1122587ba142df5aa47c15c69bb9f381,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"":""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"":""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"":""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"",""scripts/revision2/rtl/rev2_hsiao_boundary.sv"":""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",PASS,docs/date2027/revision2/REV2_HSIAO_QUALIFICATION.json;docs/date2027/revision2/REV2_HSIAO_EXACT_IDENTITY.log,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,11,10.0,1,1,A0_clean_no_error,100000,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TARGET_MET,HOLD_CLEAN,0,19257.2,2177,349,5.28434,212.0593935949581,49903.0,9723,0.007042227312922,0.007960772141814,7.510577937353e-09,0.01500300690532,150.04507206010533,7c3cbb392d0bfacfdd7cebb4cc4cb316f4a3ba4dd4ef84ba55307c7be7d9352e,d43d23b3b0d28be5ffc9745287eaf71ef8ea619ae436c024b34e96391fe1668b,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,128291539ff0fe3326b060c31cb9a339db5f1590635b4b3e8b7537ce0a52103b,d14136984d1ad6a61d156c153c3b15d7bfb398c1a9277c4677a029de7fb6cc1a,0420a2d0347e3d0a05d62251e06e1f8047cfa98220df605eb54f8f43c22c516f,/var/lib/green-ecc-date2027-breadth-remediation/runs/A/A-hsiao-flat-seed-11,campaigns/date_2027_breadth_remediation/analysis/A_structural_pair_per_seed.csv
date2027_breadth_structural_10ns,A-hsiao-hierarchical-seed-11,A_hsiao_hierarchical,hsiao-hierarchical-nibble-decode-combinational-72-64-breadth-v1,hsiao-secded-72-64-v1,all W1 corrected; all W2 detected,7098891ef6389acbee2e675f2d763a641cb845f76fc53a1f20e8ba545968888d,"{""campaigns/date_2027_breadth_remediation/rtl/breadth_hsiao_hierarchical_boundary.sv"":""a0219f34938c54118e96a020b23dab2a03a4eb43a453044754c1c12af237c54b"",""campaigns/date_2027_breadth_remediation/rtl/hsiao_secded_72_64_v3_hierarchical_decoder.sv"":""678b3bf1c51be4b0d1167828140c3a56457f7a7442f9b0592545d07a5cafc253"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"":""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"":""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be""}",PASS,campaigns/date_2027_breadth_remediation/formal/results/A_formal_qualification.json;campaigns/date_2027_breadth_remediation/formal/results/A_decoder_exact_equivalence.log;campaigns/date_2027_breadth_remediation/formal/results/A_boundary_exact_equivalence.log,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,11,10.0,1,1,A0_clean_no_error,100000,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TARGET_MET,HOLD_CLEAN,0,19088.3,2180,349,4.98937,199.57570205742593,51897.0,10034,0.006735441740602,0.008551216684282,7.226077958222e-09,0.0152866654098,152.8819407634098,3b9b7991bd7016e6879153a9bef2d659499c75cae2df42b7c4a4a7eed63de465,3e9a26abcbc97c45b5d003e4cf01035088ac905580b58ae842141173d141fec4,7299aff7358a58428c0a117c2f587e10c6f55ff8527b755cfc070efbb6b7a15e,8563a02611fc39bd269f0ea47c907f98951b70fb7af6f0720bf74a9a0bd0f273,357c45a191d822aca24dbe4ad650d53aba67bd2355fcfd48d7f383f6225fb2fd,374e3a170c38bb464af971633f596b006ed32dcf58a594ec9ded522f07332f96,/var/lib/green-ecc-date2027-breadth-remediation/runs/A/A-hsiao-hierarchical-seed-11,campaigns/date_2027_breadth_remediation/analysis/A_structural_pair_per_seed.csv
date2027_breadth_structural_10ns,A-hsiao-flat-seed-13,A_hsiao_flat,hsiao-algorithmic-combinational-72-64-rev2-v1,hsiao-secded-72-64-v1,all W1 corrected; all W2 detected,0f685e866f80c7a01bad7102ee4e121b1122587ba142df5aa47c15c69bb9f381,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"":""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"":""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"",""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"":""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"",""scripts/revision2/rtl/rev2_hsiao_boundary.sv"":""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",PASS,docs/date2027/revision2/REV2_HSIAO_QUALIFICATION.json;docs/date2027/revision2/REV2_HSIAO_EXACT_IDENTITY.log,sky130hd_tt_025C_1v80_10ns,SKY130HD,tt_025C_1v80,1.8,25,13,10.0,1,1,A0_clean_no_error,100000,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,True,True,PASS_TARGET_MET,HOLD_CLEAN,0,19179.6,2175,349,5.36057,215.54371981040774,50142.0,9611,0.006961538922042,0.007924395613372,7.45885042619e-09,0.01488594152033,148.87430114482032,f65ff150c566ccb45fb970fefccb3c524f75f508862b00a85ec577410d0309ff,8bfe0a2f51b96b318a9b9feaae9208378083b334e6a7db57dad170770eca7870,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,2f91dddd59f4cf3ef8f90763e90c2a4b2a0bd977c325091a9d7440f9964df1a6,b24278b8bb6c631f9979f31b8ca3661b29d63d7961458376edead620516c5c1c,b9627387bfe8337409e10c848595aff27dcb504ba2fa2df62f9971aea197dca6,/var/lib/green-ecc-date2027-breadth-remediation/runs/A/A-hsiao-flat-seed-13,campaigns/date_2027_breadth_remediation/analysis/A_structural_pair_per_seed.csv
